id,value
id_169,14.093654639539281
id_170,63.73401336584056
id_171,39.25310817822441
id_172,26.98376995325775
id_173,20.339986416495233
id_174,61.198052453933215
id_175,25.03411665954302
id_176,21.038846318273617
id_177,37.57740764770606
id_178,12.475223903608615
id_179,31.215726560802178
id_180,16.573597546135115
id_181,11.811833101315298
id_182,55.718348270962544
id_183,46.38396814452334
id_184,15.639033285733765
id_185,35.27668995866155
id_186,26.202439805792103
id_187,69.43203254613994
id_188,10.085500373316894
id_189,57.93299179661307
id_190,38.464594002450184
id_191,15.552087031705073
id_192,29.122601184704447
id_193,0.12327745448619609
id_194,19.175526542007226
id_195,0.9679384219610592
id_196,33.77591439164456
id_197,10.486831266731762
id_198,19.043183126884447
id_199,60.02232916404717
id_200,24.958102718002134
id_201,25.759979370108717
id_202,64.4633491701236
id_203,10.502305501897167
id_204,9.270770756759932
id_205,11.281334037870227
id_206,7.312671915057685
id_207,1.5849075572672078
id_208,124.26542324533176
id_209,20.716638365086215
id_210,16.336728650591247
id_211,13.763379099026064
id_212,36.36477226039819
id_213,35.93110828606504
id_214,18.891620853568792
id_215,34.89325089866068
id_216,78.62058103612351
id_217,0.6223353558631182
id_218,12.884549996192602
id_219,31.695600945022562
id_220,14.924792091809561
id_221,12.763768706040238
id_222,113.25812144144166
id_223,13.05354680492492
id_224,16.435840879726815
id_225,64.17134904182521
id_226,15.982287669631837
id_227,19.553198273443307
id_228,10.225283395125919
id_229,3.4796291638171475
id_230,46.39397981810187
id_231,12.754017941189431
id_232,54.08848652391936
id_233,42.432124335090506
id_234,25.41431347252605
id_235,41.00784974464486
id_236,69.08858604609067
id_237,42.108211099914826
id_238,11.245745461313675
id_239,18.43019326980709
